"";"nhsn_code";"procedimiento_qx";"descripcion";"cie10"
"78";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0X6T0Z1"
"79";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0X6T0Z2"
"80";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0X6T0Z3"
"81";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0X6V0Z0"
"82";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0X6V0Z1"
"83";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0X6V0Z2"
"84";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0X6V0Z3"
"85";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0X6W0Z0"
"86";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0X6W0Z1"
"87";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0X6W0Z2"
"88";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0X6W0Z3"
"89";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y620ZZ"
"90";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y630ZZ"
"91";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y640ZZ"
"92";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y670ZZ"
"93";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y680ZZ"
"94";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6C0Z1"
"95";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6C0Z2"
"96";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6C0Z3"
"97";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6D0Z"
"98";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6D0Z2"
"99";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6D0Z3"
"100";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6F0ZZ"
"101";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6G0ZZ"
"102";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6H0Z"
"103";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6H0Z2"
"104";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6H0Z3"
"105";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6J0Z1"
"106";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6J0Z2"
"107";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6J0Z3"
"108";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6M0Z0"
"109";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6M0Z4"
"110";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6M0Z5"
"111";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6M0Z6"
"112";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6M0Z7"
"113";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6M0Z8"
"114";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6M0Z9"
"115";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6M0ZB"
"116";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6M0ZC"
"117";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6M0ZD"
"118";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6M0ZF"
"119";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6N0Z0"
"120";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6N0Z4"
"121";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6N0Z5"
"122";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6N0Z6"
"123";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6N0Z7"
"124";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6N0Z8"
"125";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6N0Z9"
"126";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6N0ZB"
"127";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6N0ZC"
"128";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6N0ZD"
"129";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6N0ZF"
"130";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6P0Z0"
"131";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6P0Z1"
"132";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6P0Z2"
"133";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6P0Z3"
"134";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6Q0Z0"
"135";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6Q0Z1"
"136";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6Q0Z2"
"137";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6Q0Z3"
"138";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6R0Z0"
"139";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6R0Z1"
"140";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6R0Z2"
"141";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6R0Z3"
"142";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6S0Z0"
"143";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6S0Z1"
"144";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6S0Z2"
"145";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6S0Z3"
"146";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6T0Z0"
"147";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6T0Z1"
"148";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6T0Z2"
"149";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6T0Z3"
"150";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6U0Z0"
"151";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6U0Z1"
"152";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6U0Z2"
"153";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6U0Z3"
"154";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6V0Z0"
"155";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6V0Z1"
"156";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6V0Z2"
"157";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6V0Z3"
"158";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6W0Z0"
"159";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6W0Z1"
"160";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6W0Z2"
"161";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6W0Z3"
"162";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6X0Z0"
"163";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6X0Z1"
"164";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6X0Z2"
"165";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6X0Z3"
"166";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6Y0Z0"
"167";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6Y0Z1"
"168";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6Y0Z2"
"169";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";"0Y6Y0Z3"
"170";"AMP";"Amputación de extremidad";"Amputación o desarticulación total o parcial de una extremidad superior o inferior, incluyendo los dedos";""
"171";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0D5J0ZZ"
"172";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0D5J4ZZ"
"173";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0D9J00Z"
"174";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0D9J0ZX"
"175";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0D9J0ZZ"
"176";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0D9J40Z"
"177";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0D9J4ZX"
"178";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0D9J4ZZ"
"179";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0DBJ0ZX"
"180";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0DBJ0ZZ"
"181";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0DBJ4ZX"
"182";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0DBJ4ZZ"
"183";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0DCJ0ZZ"
"184";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0DCJ4ZZ"
"185";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0DQJ0ZZ"
"186";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0DQJ4ZZ"
"187";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0DTJ0ZZ"
"188";"APPY";"Apendicectomía";"Extirpación del apéndice (no incidental en otroprocedimiento quirúrgico)";"0DTJ4ZZ"
"189";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"031209D"
"190";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"031209F"
"191";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"031209W"
"192";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03120AD"
"193";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03120AF"
"194";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03120AW"
"195";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03120JD"
"196";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03120JF"
"197";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03120JW"
"198";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03120KD"
"199";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03120KF"
"200";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03120KW"
"201";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03120ZD"
"202";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03120ZF"
"203";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03120ZW031309D"
"204";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"031309F"
"205";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"031309W"
"206";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03130AD"
"207";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03130AF"
"208";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03130AW"
"209";"AVSD";"Fístula para diálisis renal";"Arteriovenostomía para diálisis renal";"03130JD"
